project_id,codigo_actividad,cod_aeri,codigo_campus,year,title,title_norm,status,project_type,knowledge_area,research_line,executing_unit,executing_section,coordinator_original,coordinator_norm,management_unit,funding_type,funder
52,NO APLICA,-,2010-0027,2010,EVALUACIÓN DEL DESEMPEÑO DE BIOCOMBUSTIBLES OBTENIDOS A PARTIR DE MICRORGANISMOS ENCONTRADOS EN LA NATURALEZA,EVALUACION DEL DESEMPENO DE BIOCOMBUSTIBLES OBTENIDOS A PARTIR DE MICRORGANISMOS ENCONTRADOS EN LA NATURALEZA,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Mecánica,"TORRES GARCIA, FERNANDO GILBERTO",TORRES GARCIA FERNANDO GILBERTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
53,NO APLICA,-,2010-0065,2010,EVALUACIÓN DE DRENAJE ACIDO Y CONTAMINANTES EN RELAVES UTILIZANDO QEMSCAM,EVALUACION DE DRENAJE ACIDO Y CONTAMINANTES EN RELAVES UTILIZANDO QEMSCAM,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Minas,"CEDRÓN LASSUS, MARIO FERNANDO",CEDRON LASSUS MARIO FERNANDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
54,NO APLICA,-,2010-0041,2010,ESTUDIO TEÓRICO-EXPERIMENTAL DE LA ROTACIÓN DE THOMAS,ESTUDIO TEORICO EXPERIMENTAL DE LA ROTACION DE THOMAS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Física,"DE ZELA MARTINEZ, FRANCISCO ANTONIO",DE ZELA MARTINEZ FRANCISCO ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
55,NO APLICA,-,70243.0011,2010,ESTUDIO DE SALIDA FINCYT PARA EL DESARROLLO DEL ERRUTADOR RURAL DE LARGO ALCANCE GTR,ESTUDIO DE SALIDA FINCYT PARA EL DESARROLLO DEL ERRUTADOR RURAL DE LARGO ALCANCE GTR,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Telecomunicaciones,"CHÁVEZ MUÑOZ, PASTOR DAVID",CHAVEZ MUNOZ PASTOR DAVID,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
56,NO APLICA,-,2010-0029,2010,ESTUDIO DE MODELOS MOLECULARES PARA LA DESCRIPCIÓN DE PROPIEDADES ELECTROQUÍMICAS Y DE TRANSPORTE DE LÍQUIDOS IÓNICOS,ESTUDIO DE MODELOS MOLECULARES PARA LA DESCRIPCION DE PROPIEDADES ELECTROQUIMICAS Y DE TRANSPORTE DE LIQUIDOS IONICOS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"KONG MORENO, MAYNARD JORGE",KONG MORENO MAYNARD JORGE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
57,NO APLICA,-,70243.0028,2010,ESTRATEGIAS DE DESARROLLO SOSTENIBLE REGIONAL EN EL PERÚ EN BASE A BIODIVERSIDAD,ESTRATEGIAS DE DESARROLLO SOSTENIBLE REGIONAL EN EL PERU EN BASE A BIODIVERSIDAD,5. Cerrado,aplicada,,,Departamento de Economía,Economía,"FAIRLIE REINOSO, ALAN CARSOL BERNABE",FAIRLIE REINOSO ALAN CARSOL BERNABE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
58,NO APLICA,-,2010-0066,2010,ESTRATEGIAS DE COMPRENSIÓN DE LECTURA MEDIADAS POR TIC: UNA ALTERNATIVA PARA MEJORAR LAS CAPACIDADES LECTORAS EN LA PRIMARIA.,ESTRATEGIAS DE COMPRENSION DE LECTURA MEDIADAS POR TIC UNA ALTERNATIVA PARA MEJORAR LAS CAPACIDADES LECTORAS EN LA PRIMARIA,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"THORNE DE TRELLES, CECILIA",THORNE DE TRELLES CECILIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
59,NO APLICA,-,2010-0038,2010,ESTILOS DE APRENDIZAJE Y RENDIMIENTO ACADÉMICO EN ESTUDIANTES UNIVERSITARIOS DE EDUCACIÓN A DISTANCIA,ESTILOS DE APRENDIZAJE Y RENDIMIENTO ACADEMICO EN ESTUDIANTES UNIVERSITARIOS DE EDUCACION A DISTANCIA,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"BLUMEN COHEN, SHEYLA",BLUMEN COHEN SHEYLA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
60,NO APLICA,-,70243.0024,2010,ESTADÍOS Y PROCESOSO DE CAMBIO EN MUJERES CON RELACIONES PAREJA VIOLENTA: EL ROL SELF,ESTADIOS Y PROCESOSO DE CAMBIO EN MUJERES CON RELACIONES PAREJA VIOLENTA EL ROL SELF,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"ARGUMEDO BUSTINZA, DORIS JULIA",ARGUMEDO BUSTINZA DORIS JULIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
61,NO APLICA,-,70243.0014,2010,ENSAMBLE Y FABRICACIÓN DE UN PROTOTIPO DE TERMOCICLADOR PARA REPLICA DE ADN,ENSAMBLE Y FABRICACION DE UN PROTOTIPO DE TERMOCICLADOR PARA REPLICA DE ADN,5. Cerrado,aplicada,,,Departamento de Ingeniería,Mecánica,"VALVERDE GUZMAN, QUINO MARTIN",VALVERDE GUZMAN QUINO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
62,NO APLICA,-,2010-0061,2010,"ELABORACIÓN DE UNA METODOLOGÍA PARA LA ENSEÑANZA DE CAPACIDADES DE INVESTIGACIÓN, REDACCIÓN Y EXPOSICIÓN ARGUMENTATIVA PARA ABOGADOS",ELABORACION DE UNA METODOLOGIA PARA LA ENSENANZA DE CAPACIDADES DE INVESTIGACION REDACCION Y EXPOSICION ARGUMENTATIVA PARA ABOGADOS,5. Cerrado,básica y aplicada,,,Departamento de Derecho,Derecho,"SACO CHUNG, VICTOR AUGUSTO",SACO CHUNG VICTOR AUGUSTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
63,NO APLICA,-,2010-0023,2010,"ELABORACIÓN DE UNA METODOLOGÍA PARA GENERAR, ELIMINAR Y DETERMINAR LA MEJOR HIPÓTESIS EXPLICATIVA DE LOS HECHOS DE UN CASO EN EL DERECHO",ELABORACION DE UNA METODOLOGIA PARA GENERAR ELIMINAR Y DETERMINAR LA MEJOR HIPOTESIS EXPLICATIVA DE LOS HECHOS DE UN CASO EN EL DERECHO,5. Cerrado,básica y aplicada,,,Departamento de Derecho,Derecho,"HIGA SILVA, CÉSAR AUGUSTO",HIGA SILVA CESAR AUGUSTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
64,PI0166,-,70244.0010,2010,ELABORACIÓN DE SEIS HISTORIAS DE SOCIEDADES MÉDICAS,ELABORACION DE SEIS HISTORIAS DE SOCIEDADES MEDICAS,5. Cerrado,aplicada,,,Departamento de Humanidades,Historia,"COSAMALON AGUILAR, JESUS ANTONIO",COSAMALON AGUILAR JESUS ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,FARMINDUSTRIA S.A
65,NO APLICA,-,70244.0011,2010,ELABORACIÓN DE CURSOS EN CIUDADANÍA INTERCULTURAL,ELABORACION DE CURSOS EN CIUDADANIA INTERCULTURAL,5. Cerrado,Soporte a la investigación,,,Departamento de Humanidades,Filosofía,"TUBINO ARIAS SCHREIBER, FIDEL JULIO",TUBINO ARIAS SCHREIBER FIDEL JULIO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,ORGANIZACIÓN DE ESTADOS AMERICANOS OEI
66,NO APLICA,-,635.0015,2010,EL NARCOTRÁFICO COMO AMENAZA A LA SEGURIDAD Y SUS EFECTOS NEGATIVOS EN EL PERÚ,EL NARCOTRAFICO COMO AMENAZA A LA SEGURIDAD Y SUS EFECTOS NEGATIVOS EN EL PERU,5. Cerrado,aplicada,,,IDEI - Instituto de Estudios Internacionales,,"NOVAK TALAVERA, Fabián",NOVAK TALAVERA FABIAN,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,EMBAJADA DE LOS ESTADOS UNIDOS EN EL PERÚ
67,NO APLICA,-,70243.0007,2010,EL LENGUAJE QUÍMICO DETRÁS DE LAS REDES MUTUALISTAS Y SU PAPEL EN LA FUNCIÓN ECOSISTÉMICA DEL BOSQUE TROPICAL DE LA RESERVA NACIONAL DE TAMBOPATA,EL LENGUAJE QUIMICO DETRAS DE LAS REDES MUTUALISTAS Y SU PAPEL EN LA FUNCION ECOSISTEMICA DEL BOSQUE TROPICAL DE LA RESERVA NACIONAL DE TAMBOPATA,5. Cerrado,aplicada,,,Departamento de Ciencias,Química,"KOFFER, WALTRAUD",KOFFER WALTRAUD,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
68,NO APLICA,-,635.R002,2010,EL LAVADO DE ACTIVOS EN EL PERÚ: ANÁLISIS Y PROPUESTAS DE ACCIÓN LEGISLATIVA,EL LAVADO DE ACTIVOS EN EL PERU ANALISIS Y PROPUESTAS DE ACCION LEGISLATIVA,5. Cerrado,aplicada,,,IDEI - Instituto de Estudios Internacionales,,"NOVAK TALAVERA, Fabián",NOVAK TALAVERA FABIAN,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,EMBAJADA DE LOS ESTADOS UNIDOS EN EL PERÚ
69,NO APLICA,-,70243.0029,2010,"EL IMPERATIVO DE LA PARTICIPACIÓN: CIUDADANÍA, ESTADO Y EMPRESA EN LA CONFIGURACIÓN DEL SUJETO PÚBLICO EN EL CONTEXTO NEOLIBERAL",EL IMPERATIVO DE LA PARTICIPACION CIUDADANIA ESTADO Y EMPRESA EN LA CONFIGURACION DEL SUJETO PUBLICO EN EL CONTEXTO NEOLIBERAL,5. Cerrado,aplicada,,,Departamento de Ciencias Sociales,Antropología,"CANEPA KOCH, GISELA ELVIRA",CANEPA KOCH GISELA ELVIRA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
70,NO APLICA,-,2010-0011,2010,EL CASTELLANO ANDINO NORTEÑO: LA VARIEDAD DE CAJABAMBA,EL CASTELLANO ANDINO NORTENO LA VARIEDAD DE CAJABAMBA,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Lingüística y Literatura,"ANDRADE CIUDAD, LUIS FLORENTINO",ANDRADE CIUDAD LUIS FLORENTINO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
71,NO APLICA,-,2010-0077,2010,"EL BIENESTAR Y EL DESARROLLO ANDINO SOSTENIBLE, LA CULTURAL CHICHA Y EL SINCRETISMO LIMEÑO",EL BIENESTAR Y EL DESARROLLO ANDINO SOSTENIBLE LA CULTURAL CHICHA Y EL SINCRETISMO LIMENO,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"YAMAMOTO SUDA, JORGE MARTÍN",YAMAMOTO SUDA JORGE MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
72,NO APLICA,-,2010-0067,2010,"EFECTO DEL PROGRAMA DE ESPECIALIZACIÓN Y DESARROLLO EDUCATIVO ""ESTRATEGIAS INNOVADORAS PARA LA EXCELENCIA DOCENTE"" EN LA MEJORA DE LAS CAPACIDADES DE COMUNICACIÓN Y MATEMÁTICA DE LOS ESTUDIANTES DE EDUCACIÓN PRIMARIA Y SECUNDARIA DE LAS INSTITUCIONES EDUCATIVAS PÚBLICAS DE LA ZONA SUR DEL PAÍS.",EFECTO DEL PROGRAMA DE ESPECIALIZACION Y DESARROLLO EDUCATIVO ESTRATEGIAS INNOVADORAS PARA LA EXCELENCIA DOCENTE EN LA MEJORA DE LAS CAPACIDADES DE COMUNICACION Y MATEMATICA DE LOS ESTUDIANTES DE EDUCACION PRIMARIA Y SECUNDARIA DE LAS INSTITUCIONES EDUCATIVAS PUBLICAS DE LA ZONA SUR DEL PAIS,5. Cerrado,básica y aplicada,,,Departamento de Educación,Educación,"MANRIQUE VILLAVICENCIO, LILEYA",MANRIQUE VILLAVICENCIO LILEYA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
73,NO APLICA,-,2010-0092,2010,"EDUCACIÓN, PATRIMONIO Y DESARROLLO: ¿CÓMO INCENTIVAR EL INTERÉS EN LA INVESTIGACIÓN DE LAS FORMAS Y TÉCNICAS PREHISPÁNICAS PARA EMPLEARLAS COMO INSUMOS EN EMPRENDIMIENTOS CREATIVOS? ALIANZA ESTRATÉGICA ENTRE LOS CENTROS EDUCATIVOS Y EL MUSEO.",EDUCACION PATRIMONIO Y DESARROLLO COMO INCENTIVAR EL INTERES EN LA INVESTIGACION DE LAS FORMAS Y TECNICAS PREHISPANICAS PARA EMPLEARLAS COMO INSUMOS EN EMPRENDIMIENTOS CREATIVOS ALIANZA ESTRATEGICA ENTRE LOS CENTROS EDUCATIVOS Y EL MUSEO,5. Cerrado,básica y aplicada,,,Departamento de Arte y Diseño,Arte,"MENESES LUY, EDITH ROSA LUISA",MENESES LUY EDITH ROSA LUISA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
74,NO APLICA,-,2010-0058,2010,DOS-WEBS ALGEBRAICO Y LA CONJETURA DEL JACOBIANO,DOS WEBS ALGEBRAICO Y LA CONJETURA DEL JACOBIANO,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Matemáticas,"FERNANDEZ SANCHEZ, PERCY BRAULIO",FERNANDEZ SANCHEZ PERCY BRAULIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
75,NO APLICA,-,70243.0034,2010,"DOCUMENTAL AUDIOVISUAL ""LOS QUECHUAS DEL PERÚ""",DOCUMENTAL AUDIOVISUAL LOS QUECHUAS DEL PERU,5. Cerrado,Soporte a la investigación,,,Departamento de Humanidades,Lingüística y Literatura,"ANDRADE CIUDAD, LUIS FLORENTINO",ANDRADE CIUDAD LUIS FLORENTINO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
76,NO APLICA,-,2010-0064,2010,"DIVERSIDAD DE GRUPOS SOCIO ECONÓMICOS Y OCUPACIONALES Y SEGREGACIÓN ESPACIAL EN LIMA METROPOLITANA, 2007",DIVERSIDAD DE GRUPOS SOCIO ECONOMICOS Y OCUPACIONALES Y SEGREGACION ESPACIAL EN LIMA METROPOLITANA 2007,5. Cerrado,básica y aplicada,,,Departamento de Arquitectura,Arquitectura,"FERNÁNDEZ DE CÓRDOVA GUTIÉRREZ, GRACIELA DEL CARMEN",FERNANDEZ DE CORDOVA GUTIERREZ GRACIELA DEL CARMEN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
77,NO APLICA,-,2010-0081,2010,DIAGNÓSTICO AUTOMATIZADO DE TUBERCULOSIS,DIAGNOSTICO AUTOMATIZADO DE TUBERCULOSIS,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Electricidad y Electrónica,"CASTAÑEDA APHAN, BENJAMÍN",CASTANEDA APHAN BENJAMIN,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"THE CHARLES A. AND ANNE MORROW LINDBERGH FUNDATION (aporte monetario)
HOSPITAL NACIONAL DOS DE MAYO (aporte valorizado)
UNIVERSITY OF ROCHESTER (aporte valorizado)"
78,NO APLICA,-,70244.0004,2010,DETERMINACIÓN DE CALIDAD DEL GRANO DE CAFÉ PERUANO (VÍA MODERNAS TÉCNICAS NO SEPARATIVAS),DETERMINACION DE CALIDAD DEL GRANO DE CAFE PERUANO VIA MODERNAS TECNICAS NO SEPARATIVAS,5. Cerrado,aplicada,,,Departamento de Ciencias,Química,"MARUENDA CASTILLO, HELENA",MARUENDA CASTILLO HELENA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"CONCYTEC/FONDECYT - Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica"
79,NO APLICA,-,2010-0080,2010,DESARROLLO DE RECUBRIMIENTOS MULTIFUNCIONALES NANOESTRUCTURADOS EN ALEACIONES DE ALUMINIO MEDIANTE PROCESOS DE FRICCIÓN BATIDO,DESARROLLO DE RECUBRIMIENTOS MULTIFUNCIONALES NANOESTRUCTURADOS EN ALEACIONES DE ALUMINIO MEDIANTE PROCESOS DE FRICCION BATIDO,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Mecánica,"LEAN SIFUENTES, PAUL PEDRO",LEAN SIFUENTES PAUL PEDRO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
80,NO APLICA,-,2010-0021,2010,DESARROLLANDO TEORÍA Y EXPERIMENTO DE LA FÍSICA DE PARTÍCULAS EN LA PUCP,DESARROLLANDO TEORIA Y EXPERIMENTO DE LA FISICA DE PARTICULAS EN LA PUCP,5. Cerrado,básica,,,Departamento de Ciencias,Física,"GAGO MEDINA, ALBERTO MARTIN",GAGO MEDINA ALBERTO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
81,PR0012,-,654.0046,2010,DERECHOS DE LAS PERSONAS CON DISCAPACIDAD – ASOCIACIÓN EQUAL,DERECHOS DE LAS PERSONAS CON DISCAPACIDAD ASOCIACION EQUAL,5. Cerrado,aplicada,,,IDEH - Instituto de Democracia y Derechos Humanos,,"SALMON GARATE, ELIZABETH SILVIA",SALMON GARATE ELIZABETH SILVIA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,RED IBEROAMERICANA DE EXPERTOS EN LA CONVENCIÓN INTERNACIONAL SOBRE LOS DERECHOS DE LA SPEROSNAS CON DISCAPACIDAD “ASOCIACIÓN EQUAL”
82,CU0299,-,654.0042,2010,DEMOCRACIA ACTIVA - AED,DEMOCRACIA ACTIVA AED,5. Cerrado,aplicada,,,IDEH - Instituto de Democracia y Derechos Humanos,,"JAVE PINEDO, IRIS",JAVE PINEDO IRIS,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,AED – Academy for Educational Development
83,NO APLICA,-,2010-0093,2010,"CULTURA, CONTAMINACIÓN Y CONFLICTO: LECCIONES ETNOGRÁFICAS FRENTE AL RIESGO AMBIENTAL MINERO EN LOS ANDES PERUANOS",CULTURA CONTAMINACION Y CONFLICTO LECCIONES ETNOGRAFICAS FRENTE AL RIESGO AMBIENTAL MINERO EN LOS ANDES PERUANOS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias Sociales,Antropología,"GIL RAMON, VLADIMIR ROBERTO",GIL RAMON VLADIMIR ROBERTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
84,NO APLICA,-,70243.0006,2010,CULMINACIÓN DE ÚLTIMAS OBRAS DEL PROFESOR DENIS SULMONT,CULMINACION DE ULTIMAS OBRAS DEL PROFESOR DENIS SULMONT,5. Cerrado,Soporte a la investigación,,,Departamento de Ciencias Sociales,Sociología,"SULMONT SAMAIN, DENIS GUSTAVE JOSEPH",SULMONT SAMAIN DENIS GUSTAVE JOSEPH,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
85,NO APLICA,-,2010-0006,2010,"CRISIS INTERNACIONAL, BIOCOMERCIO E INGRESOS EN LAS FAMILIAS RURALES",CRISIS INTERNACIONAL BIOCOMERCIO E INGRESOS EN LAS FAMILIAS RURALES,5. Cerrado,básica y aplicada,,,Departamento de Economía,Economía,"FAIRLIE REINOSO, ALAN CARSOL BERNABE",FAIRLIE REINOSO ALAN CARSOL BERNABE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
86,PR0013,-,654.0043,2010,CONSTRUCCIÓN SOCIAL DE LA MEMORIA Y BECAS PARA FORMACIÓN EN DERECHOS HUMANOS Y MEMORIA EN EL PERÚ,CONSTRUCCION SOCIAL DE LA MEMORIA Y BECAS PARA FORMACION EN DERECHOS HUMANOS Y MEMORIA EN EL PERU,5. Cerrado,aplicada,,,IDEH - Instituto de Democracia y Derechos Humanos,,"BARNABY RUBIO, Bruce",BARNABY RUBIO BRUCE,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,MISEREOR
87,NO APLICA,-,70244.0001,2010,CONSTRUCCIÓN DE UNA TORRE PARA EL MONITOREO DEL EFECTO INVERNADERO RESERVA TAMBOPATA,CONSTRUCCION DE UNA TORRE PARA EL MONITOREO DEL EFECTO INVERNADERO RESERVA TAMBOPATA,5. Cerrado,Soporte a la investigación,,,IDEA - Instituto de Estudios Ambientales,,"COSIO CARAVASI, ERIC GABRIEL",COSIO CARAVASI ERIC GABRIEL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"UNIVERSIDAD DE EDIMBURGO (REINO UNIDO)
ONG - AIDER (valorizado)"
88,NO APLICA,-,70243.0027,2010,CONSTRUCCIÓN DE UN REFLACTOR SOLAR SCHEFFLER E INVESTIGACIÓN APLICADA PARA SECTOR RURAL,CONSTRUCCION DE UN REFLACTOR SOLAR SCHEFFLER E INVESTIGACION APLICADA PARA SECTOR RURAL,5. Cerrado,aplicada,,,Departamento de Ingeniería,Mecánica,"HADZICH MARIN, MIGUEL ANGEL",HADZICH MARIN MIGUEL ANGEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
89,NO APLICA,-,70243.0022,2010,CONDUCTA DE BASE SEGURA Y SENSITIVIDAD EN NIÑOS Y MADRES. FASE TRABAJO DE CAMPO,CONDUCTA DE BASE SEGURA Y SENSITIVIDAD EN NINOS Y MADRES FASE TRABAJO DE CAMPO,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"NOBLEGA MAYORGA, MAGALY SUZY",NOBLEGA MAYORGA MAGALY SUZY,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
90,NO APLICA,-,2010-0015,2010,"CONCEPTUALIZACIÓN, FORMALIZACIÓN Y REALIZACIÓN DE UNA OBRA EN ARTES VISUALES JUNTO CON LA ELABORACIÓN DE UN ENSAYO FRENTE A LA PROBLEMÁTICA DEL MULTICULTURALISMO EN UN CONTEXTO GLOBAL.",CONCEPTUALIZACION FORMALIZACION Y REALIZACION DE UNA OBRA EN ARTES VISUALES JUNTO CON LA ELABORACION DE UN ENSAYO FRENTE A LA PROBLEMATICA DEL MULTICULTURALISMO EN UN CONTEXTO GLOBAL,5. Cerrado,básica y aplicada,,,Departamento de Arte y Diseño,Pintura,"MIGLIORI FIGUEROA, NORMA GUILIANA",MIGLIORI FIGUEROA NORMA GUILIANA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
91,NO APLICA,-,7021.0009,2010,COMPETISOFT III INCREMENTO EN LA PRODUCTIVIDAD DE LAS PYMES DESARROLLADAS DE SOFTWARE: MEJORA EVALUACIÓN Y PREPARACIÓN PARA LA CERTIFICACIÓN DE EMPRESAS,COMPETISOFT III INCREMENTO EN LA PRODUCTIVIDAD DE LAS PYMES DESARROLLADAS DE SOFTWARE MEJORA EVALUACION Y PREPARACION PARA LA CERTIFICACION DE EMPRESAS,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Industrial,"DÁVILA RAMÓN, ABRAHAM ELISEO",DAVILA RAMON ABRAHAM ELISEO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"UNIVERSIDAD NACIONAL SAN AGUSTÍN
UNIVERSIDAD PRIVADA DEL NORTE 
CENTRO DE INNOVACIÓN Y DESARROLLO DE AREQUIPA
ACKLIS SAC
CIP - LIMA
CIP - AREQUIPA"
92,NO APLICA,-,2010-0036,2010,CARACTERIZACIÓN GEOTÉCNICA DE LOCALIDADES SUJETAS AL FENÓMENO DE LICUACIÓN. EL CASO DE TAMBO DE MORA.,CARACTERIZACION GEOTECNICA DE LOCALIDADES SUJETAS AL FENOMENO DE LICUACION EL CASO DE TAMBO DE MORA,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Civil,"ZAVALA ROSELL, GUILLERMO JOSE",ZAVALA ROSELL GUILLERMO JOSE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
93,NO APLICA,-,7021.0011,2010,CARACTERIZACIÓN DE SUSTANCIAS ADHERIDAS A MUESTRAS DE CELITE-TIERRA BLANQUEADORA,CARACTERIZACION DE SUSTANCIAS ADHERIDAS A MUESTRAS DE CELITE TIERRA BLANQUEADORA,5. Cerrado,aplicada,,,Departamento de Ciencias,Química,"PASTOR REVOREDO DE ABRAM, ANA VIRGINIA",PASTOR REVOREDO DE ABRAM ANA VIRGINIA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,ALICORP S.A.A
94,NO APLICA,-,2010-0039,2010,CARACTERÍSTICAS ORGANIZACIONALES DE BASE Y PRÁCTICAS PRODUCTIVAS DE LOS AGRICULTORES DE UNA COMUNIDAD DEL VALLE DE JEQUETEPEQUE: UNA INVESTIGACIÓN OPERATIVA,CARACTERISTICAS ORGANIZACIONALES DE BASE Y PRACTICAS PRODUCTIVAS DE LOS AGRICULTORES DE UNA COMUNIDAD DEL VALLE DE JEQUETEPEQUE UNA INVESTIGACION OPERATIVA,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"ESPINOSA PEZZIA, AGUSTIN",ESPINOSA PEZZIA AGUSTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
95,NO APLICA,-,2010-0004,2010,CARACTERÍSTICAS DEL DESARROLLO EN NIÑOS INSTITUCIONALIZADOS: UN ESTUDIO EXPLORATORIO,CARACTERISTICAS DEL DESARROLLO EN NINOS INSTITUCIONALIZADOS UN ESTUDIO EXPLORATORIO,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"TRAVERSO KOROLEFF, PIERINA",TRAVERSO KOROLEFF PIERINA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
96,PI0058,-,70244.0009,2010,"CALAMINAS DE MATERIAL COMPUESTO DE CEMENTO, PAPEL RECICLADO, QUITOSANOS Y FIBRA",CALAMINAS DE MATERIAL COMPUESTO DE CEMENTO PAPEL RECICLADO QUITOSANOS Y FIBRA,5. Cerrado,aplicada,,,Departamento de Ingeniería,Mecánica,"ACOSTA SULLCAHUAMÁN, JULIO ARNALDO",ACOSTA SULLCAHUAMAN JULIO ARNALDO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Cementos Pacasmayo S.A.A.
97,NO APLICA,-,2010-0062,2010,BIOSORCIÓN DE METALES PESADOS EMPLEANDO LODOS ACTIVADOS PROCEDENTES DE PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES,BIOSORCION DE METALES PESADOS EMPLEANDO LODOS ACTIVADOS PROCEDENTES DE PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Minas,"GUZMÁN CÓRDOVA, MARIBEL GIOVANA",GUZMAN CORDOVA MARIBEL GIOVANA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
98,NO APLICA,-,70243.0031,2010,BIOCOMBUSTIBLES: PLATAFORMA TEGNOLÓGICA DE TRANSFORMACIÓN Y EMPLEO DE LA BIOMASA RESIDUAL COMO COMBUSTIBLEEN EL PERÚ,BIOCOMBUSTIBLES PLATAFORMA TEGNOLOGICA DE TRANSFORMACION Y EMPLEO DE LA BIOMASA RESIDUAL COMO COMBUSTIBLEEN EL PERU,5. Cerrado,aplicada,,,Departamento de Ingeniería,Mecánica,"ASSUREIRA ESPINOZA, ESTELA DE LA GRACIA",ASSUREIRA ESPINOZA ESTELA DE LA GRACIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
